conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_893,user_1463,sess_1541,2026-02-25T12:25:16.453769,mobile_app,en,tablet,returning,1,,positive review,{},feedback,feedback_and_general,negative,high,I'm truly sorry to hear about your experience. Your feedback is taken very seriously and I will escalate this right away.,,log_feedback_ticket,yes,P1,0.7759526095171206,1798
conv_495,user_2133,sess_1544,2025-12-07T12:25:16.440563,web,en,tablet,new,1,,security question,{},account_help,account,positive,medium,Of course! Let me bring up your account. What do you need help with today?,,authenticate_and_load_account,no,P3,0.7571715671188408,1786
conv_1000,user_3366,sess_1551,2025-09-23T12:25:16.457216,chat,en,desktop,new,1,,is this the right place,{},greeting,conversation_flow,positive,medium,Hey! Great to hear from you. I'm here and ready to help — what's on your mind?,,present_main_menu,no,P3,0.8034951749492962,764
conv_135,user_9988,sess_1551,2025-10-02T12:25:16.428577,email,en,tablet,returning,2,is this the right place,when will my refund appear,{"action": "refund"},return_refund,order_management,neutral,low,Our return window is 30 days from delivery. I'll need your order number to look up the details.,Hey! Great to hear from you. I'm here and ready to help — what's on your mind?,initiate_return_flow,no,P4,0.7268603977340782,1183
conv_756,user_4446,sess_1557,2025-07-26T12:25:16.449437,mobile_app,en,desktop,new,1,,sustainable product,{},product_inquiry,product,neutral,high,Let me look that up for you. Could you share the product name or item code?,,fetch_product_details,no,P4,0.9416023482417856,1451
conv_1038,user_6248,sess_1570,2025-09-02T12:25:16.458457,web,en,tablet,new,1,,problem solved,{},goodbye,conversation_flow,neutral,high,Goodbye! We're always here if you need help.,,close_session,no,P4,0.8422293273690729,1953
conv_208,user_1512,sess_1571,2025-10-09T12:25:16.431053,mobile_app,en,tablet,returning,1,,change order,{},cancellation,order_management,neutral,low,"Understood. Let me verify the order status — if it hasn't shipped yet, I'll cancel it immediately.",,check_cancellation_eligibility,no,P4,0.8644860995712353,623
conv_908,user_9696,sess_1589,2025-04-26T12:25:16.454245,email,en,desktop,new,1,,packaging feedback,{},feedback,feedback_and_general,negative,low,I'm truly sorry to hear about your experience. Your feedback is taken very seriously and I will escalate this right away.,,log_feedback_ticket,no,P4,0.9126911843978198,1505
conv_300,user_3378,sess_1591,2026-02-25T12:25:16.434069,mobile_app,en,tablet,returning,1,,payment error,{},billing_issue,billing_and_payments,negative,high,I sincerely apologize for the billing error. I'm looking into this now and will ensure any incorrect charges are reversed.,,review_billing_account,yes,P1,0.8877768751434968,985
conv_977,user_1210,sess_1597,2025-05-23T12:25:16.456476,web,en,desktop,returning,1,,checking in,{},greeting,conversation_flow,negative,high,Hi there. I can tell something isn't right — let me do my best to resolve things for you today.,,present_main_menu,yes,P1,0.7970030363692547,1787
conv_1309,user_1157,sess_1602,2025-04-26T12:25:16.467923,mobile_app,en,tablet,new,1,,get me a human,{},human_agent,escalation,neutral,medium,I understand you'd like to speak with a human agent. I'm transferring you now — please hold.,,transfer_to_live_agent,yes,P2,0.83954130465398,1992
conv_1505,user_5688,sess_1603,2026-04-27T15:50:30.118810,email,en,tablet,new,1,,can I cancel ORD-903239,"{""order_id"": ""ORD-903239"", ""action"": ""cancel""}",cancellation,order_management,neutral,medium,I can process a cancellation for you. Please provide your order number so I can check its current status.,,check_cancellation_eligibility,no,P3,0.76,1316
conv_1061,user_1267,sess_1620,2025-07-26T12:25:16.459194,chat,en,mobile,returning,1,,you answered my question,{},goodbye,conversation_flow,neutral,high,Thank you for contacting us. Have a good day and feel free to reach out if you need anything.,,close_session,no,P4,0.8073226921621068,1378
conv_636,user_8701,sess_1635,2025-12-08T12:25:16.445559,mobile_app,en,tablet,new,1,,confirm my appointment,{},appointment_booking,scheduling,positive,medium,"I can schedule that right now! Could you let me know your preferred date, time, and any specific requirements?",,check_availability_calendar,no,P3,0.7990637533392211,1020
conv_225,user_6725,sess_1636,2025-07-29T12:25:16.431612,chat,en,desktop,returning,1,,cancellation fee,{"action": "cancel"},cancellation,order_management,positive,medium,"No problem! If your order hasn't been dispatched yet, I can cancel it right now. Could you confirm the order number?",,check_cancellation_eligibility,no,P3,0.8663679037328368,1864
conv_1047,user_2859,sess_1639,2025-10-28T12:25:16.458744,web,en,desktop,new,1,,cheerio,{},goodbye,conversation_flow,negative,low,I'm sorry your experience wasn't better. Please reach out again — we'll prioritize your case.,,close_session,no,P4,0.907838950815099,1531
conv_486,user_1611,sess_1645,2025-12-29T12:25:16.440275,mobile_app,en,desktop,new,1,,email notifications not working,{},technical_support,technical,negative,low,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,no,P4,0.8367821131081193,1711
conv_1326,user_2216,sess_1652,2025-05-02T12:25:16.468455,web,en,desktop,returning,1,,contact number,{},human_agent,escalation,neutral,medium,Connecting you to a human agent. Please hold on while I transfer the conversation.,,transfer_to_live_agent,yes,P2,0.9217568133891052,1419
conv_1216,user_7669,sess_1652,2025-10-29T12:25:16.464989,email,en,desktop,returning,2,contact number,free shipping on orders over,{},shipping_info,order_management,negative,high,I apologize for the shipping inconvenience. I'm checking on the delay and will get back to you shortly.,Connecting you to a human agent. Please hold on while I transfer the conversation.,fetch_shipping_rates,yes,P1,0.8524420522594971,624
conv_1031,user_2253,sess_1658,2026-03-16T12:25:16.458234,email,en,desktop,returning,1,,that is all i needed,{},goodbye,conversation_flow,positive,medium,It was a pleasure assisting you! Have a wonderful day and feel free to reach out anytime.,,close_session,no,P3,0.854867104155496,528
conv_964,user_7633,sess_1661,2026-04-19T12:25:16.456060,mobile_app,en,mobile,new,1,,are you there,{},greeting,conversation_flow,neutral,medium,Hello! Welcome to our support service. How can I assist you today?,,present_main_menu,no,P3,0.8035934802330701,1468
conv_179,user_6419,sess_1662,2025-05-29T12:25:16.430091,chat,en,mobile,returning,1,,product not working as advertised,{},return_refund,order_management,positive,low,Of course! I can help you start a return. Our policy allows returns within 30 days of delivery. Would you like me to initiate that?,,initiate_return_flow,no,P4,0.9121043086919712,1814
conv_1034,user_6334,sess_1669,2025-05-03T12:25:16.458331,web,en,tablet,returning,1,,nothing else,{},goodbye,conversation_flow,neutral,medium,Goodbye! We're always here if you need help.,,close_session,no,P3,0.9815294609311058,1113
conv_642,user_3627,sess_1669,2025-08-11T12:25:16.445761,email,en,mobile,new,2,nothing else,i want to meet with someone,{},appointment_booking,scheduling,negative,low,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,Goodbye! We're always here if you need help.,check_availability_calendar,no,P4,0.911111449839344,1752
conv_945,user_9548,sess_1670,2026-03-15T12:25:16.455438,web,en,tablet,new,1,,greetings,{},greeting,conversation_flow,neutral,medium,Hi! I'm your virtual assistant. What do you need help with today?,,present_main_menu,no,P3,0.8016865068942407,1700
conv_526,user_5641,sess_1674,2025-10-01T12:25:16.441561,mobile_app,en,mobile,new,1,,close my account,{},account_help,account,neutral,high,"I can assist with your account. Could you specify what you need — password reset, profile update, or access issues?",,authenticate_and_load_account,no,P4,0.9882847662020672,1112
conv_1512,user_6257,sess_1689,2026-04-27T15:50:30.118857,email,en,mobile,new,1,,update email for ACC-849821,{},account_help,account,negative,medium,That's not the experience we want you to have. I'm escalating your account issue to ensure it's resolved quickly.,,authenticate_and_load_account,no,P3,0.76,1288
conv_924,user_2181,sess_1694,2025-10-16T12:25:16.454764,chat,en,tablet,new,1,,complaint reference number,{},feedback,feedback_and_general,positive,high,We really appreciate your feedback! It motivates us to keep delivering the best service possible.,,log_feedback_ticket,no,P4,0.9115069383793832,860
conv_1095,user_2696,sess_1705,2025-12-31T12:25:16.460757,email,en,mobile,returning,1,,thank you very much,{},thanks,conversation_flow,neutral,low,No problem at all! Feel free to ask if you need anything else.,,check_if_resolved,no,P4,0.8308383545842121,591
conv_68,user_5143,sess_1709,2025-11-27T12:25:16.425663,chat,en,desktop,new,1,,is there a way to speed up delivery,{},order_status,order_management,positive,low,Happy to help! I can see your order is currently being processed. Estimated delivery is within 3–5 business days.,,lookup_order_by_id,no,P4,0.9735331178814826,1221
conv_370,user_5266,sess_1710,2025-10-08T12:25:16.436515,chat,en,tablet,returning,1,,paypal not working,{},billing_issue,billing_and_payments,positive,medium,Happy to look into that for you. Can you tell me a bit more about the charge you're seeing?,,review_billing_account,no,P3,0.7855467515727829,950
conv_192,user_4579,sess_1716,2025-08-25T12:25:16.430522,email,en,tablet,new,1,,item quality problem,{},return_refund,order_management,negative,low,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,no,P4,0.7780424332296629,1416
conv_1060,user_4650,sess_1733,2026-03-02T12:25:16.459162,chat,en,desktop,returning,1,,i got what i needed,{},goodbye,conversation_flow,negative,low,"Goodbye, and I sincerely apologize for the experience. We will follow up to ensure everything is resolved.",,close_session,no,P4,0.7542536129933527,1275
conv_705,user_6988,sess_1735,2026-04-07T12:25:16.447813,mobile_app,en,mobile,returning,1,,check availability,{},appointment_booking,scheduling,positive,low,Sure! We have slots available this week. Would morning or afternoon work better for you?,,check_availability_calendar,no,P4,0.7817806435462314,721
conv_690,user_4033,sess_1745,2025-07-02T12:25:16.447339,web,en,tablet,returning,1,,video consultation,{},appointment_booking,scheduling,neutral,high,"Let me check availability. What date were you thinking, and do you have a time preference?",,check_availability_calendar,no,P4,0.9721671081254984,644
conv_1170,user_5806,sess_1757,2025-07-23T12:25:16.463510,email,en,mobile,returning,1,,you did a great job,{},thanks,conversation_flow,positive,low,Thank you for the kind words! Always happy to help. Is there anything else?,,check_if_resolved,no,P4,0.7764482690406771,1776
conv_154,user_6618,sess_1762,2026-01-23T12:25:16.429239,web,en,tablet,new,1,,return without receipt ORD-206863,"{""order_id"": ""ORD-206863"", ""action"": ""refund""}",return_refund,order_management,positive,low,No problem at all! Just provide your order number and the item(s) you'd like to return and I'll get the process started.,,initiate_return_flow,no,P4,0.988826133837925,1329
conv_582,user_9242,sess_1770,2025-04-26T12:25:16.443375,mobile_app,en,desktop,new,1,,account not verified,{},account_help,account,negative,medium,That's not the experience we want you to have. I'm escalating your account issue to ensure it's resolved quickly.,,authenticate_and_load_account,no,P3,0.8443785511960286,599
conv_1382,user_1425,sess_1772,2025-10-19T12:25:16.470343,mobile_app,en,mobile,new,1,,what day is it,{},out_of_scope,out_of_scope,negative,medium,"I'm sorry about that. While I can't assist with this specific topic, I want to make sure your issue gets resolved.",,request_clarification,no,P3,0.8642773078883237,1819
